fy_id,fy_title,fy_type,fy_status,platform,xzq,sq,jd,wd,month_zj,jzmj,is_dt,zx_qk
BJ0005112,王府井65.6㎡精装整租,整租,在租,链家,东城区,王府井,116.393743,39.962187,9544,65.6,是,精装
BJ0005113,角门14.8㎡精装合租,合租,已租,贝壳找房,丰台区,角门,116.269215,39.891266,1995,14.8,否,精装
BJ0005114,角门13.0㎡毛坯合租,合租,在租,贝壳找房,丰台区,角门,116.254888,39.819657,1790,13.0,否,毛坯
BJ0005115,安贞20.9㎡精装合租,合租,在租,链家,朝阳区,安贞,116.463944,39.909432,3221,20.9,是,精装
BJ0005116,三里屯26.5㎡精装整租,整租,在租,58同城,朝阳区,三里屯,116.422474,39.910715,6727,26.5,是,精装
BJ0005117,北太平庄70.3㎡精装整租,整租,在租,58同城,海淀区,北太平庄,116.259542,39.925697,9506,70.3,是,精装
BJ0005118,天通苑55.8㎡精装整租,整租,已租,链家,昌平区,天通苑,116.195732,40.188614,3973,55.8,否,精装
BJ0005119,临河里69.1㎡毛坯整租,整租,在租,自如,通州区,临河里,116.677783,39.938563,2511,69.1,否,毛坯
BJ0005120,牡丹园26.5㎡精装合租,合租,待审核,自如,海淀区,牡丹园,116.294445,39.94881,3385,26.5,是,精装
BJ0005121,旧宫18.0㎡简装合租,合租,已租,链家,大兴区,旧宫,116.352179,39.761071,1278,18.0,是,简装
BJ0005122,北太平庄203.9㎡精装独栋,独栋,已租,安居客,海淀区,北太平庄,116.330894,39.932111,34383,203.9,否,精装
BJ0005123,五道口73.2㎡毛坯整租,整租,在租,贝壳找房,海淀区,五道口,116.303139,39.975794,6427,73.2,否,毛坯
BJ0005124,潘家园16.1㎡简装合租,合租,在租,安居客,朝阳区,潘家园,116.429512,39.898979,2674,16.1,否,简装
BJ0005125,雁栖45.8㎡精装整租,整租,在租,58同城,怀柔区,雁栖,116.652475,40.30793,3324,45.8,否,精装
BJ0005126,丰台科技园13.1㎡毛坯合租,合租,已租,链家,丰台区,丰台科技园,116.265093,39.826924,2002,13.1,否,毛坯
BJ0005127,学院路84.6㎡精装整租,整租,在租,安居客,海淀区,学院路,116.313527,39.993746,6456,84.6,是,精装
BJ0005128,龙泽46.9㎡精装整租,整租,在租,链家,昌平区,龙泽,116.233997,40.19016,4554,46.9,否,精装
BJ0005129,九棵树116.0㎡精装整租,整租,在租,安居客,通州区,九棵树,116.654549,39.893413,3690,116.0,是,精装
BJ0005130,刘家窑11.3㎡简装合租,合租,已租,链家,丰台区,刘家窑,116.254155,39.861957,2166,11.3,否,简装
BJ0005131,和平里27.5㎡精装合租,合租,待审核,链家,东城区,和平里,116.416906,39.89295,3016,27.5,是,精装
BJ0005132,马家堡106.7㎡毛坯独栋,独栋,在租,自如,丰台区,马家堡,116.248943,39.833861,15105,106.7,是,毛坯
BJ0005133,马驹桥12.5㎡毛坯合租,合租,在租,自如,通州区,马驹桥,116.64771,39.918991,1267,12.5,是,毛坯
BJ0005134,五道口39.2㎡精装整租,整租,已租,58同城,海淀区,五道口,116.308052,39.932769,6111,39.2,否,精装
BJ0005135,角门20.2㎡精装合租,合租,已租,58同城,丰台区,角门,116.250539,39.86148,2120,20.2,否,精装
BJ0005136,枣园47.1㎡豪装整租,整租,在租,贝壳找房,大兴区,枣园,116.312837,39.73186,6243,47.1,否,豪装
BJ0005137,西单11.9㎡精装合租,合租,在租,贝壳找房,西城区,西单,116.394584,39.929941,2295,11.9,否,精装
BJ0005138,和平里74.1㎡精装整租,整租,在租,58同城,东城区,和平里,116.446445,39.9403,6667,74.1,是,精装
BJ0005139,西三旗9.0㎡精装合租,合租,待审核,贝壳找房,海淀区,西三旗,116.329854,39.995155,3344,9.0,是,精装
BJ0005140,常营24.5㎡简装合租,合租,待审核,链家,朝阳区,常营,116.458628,39.920049,2940,24.5,否,简装
BJ0005141,新街口20.9㎡精装合租,合租,待审核,链家,西城区,新街口,116.362158,39.921263,2357,20.9,否,精装
BJ0005142,草桥16.2㎡简装合租,合租,在租,安居客,丰台区,草桥,116.326126,39.864764,2164,16.2,否,简装
BJ0005143,国贸17.5㎡豪装合租,合租,已租,58同城,朝阳区,国贸,116.42878,39.894456,4664,17.5,是,豪装
BJ0005144,安贞20.5㎡精装合租,合租,在租,链家,朝阳区,安贞,116.420684,39.913317,2911,20.5,否,精装
BJ0005145,西红门25.7㎡精装合租,合租,在租,贝壳找房,大兴区,西红门,116.322381,39.726553,2525,25.7,是,精装
BJ0005146,后沙峪9.1㎡精装合租,合租,在租,链家,顺义区,后沙峪,116.638641,40.133498,1613,9.1,否,精装
BJ0005147,生物医药基地20.2㎡简装合租,合租,在租,58同城,大兴区,生物医药基地,116.345245,39.760757,1341,20.2,否,简装
BJ0005148,和平里12.4㎡精装合租,合租,在租,链家,东城区,和平里,116.409304,39.923647,4340,12.4,是,精装
BJ0005149,学院路56.2㎡毛坯整租,整租,在租,58同城,海淀区,学院路,116.290605,39.996085,5343,56.2,是,毛坯
BJ0005150,回龙观11.4㎡精装合租,合租,已租,自如,昌平区,回龙观,116.268614,40.21328,1242,11.4,是,精装
BJ0005151,北苑41.7㎡精装整租,整租,已租,58同城,朝阳区,北苑,116.425139,39.948993,7200,41.7,是,精装
BJ0005152,草桥79.9㎡精装整租,整租,已租,链家,丰台区,草桥,116.279696,39.832992,4269,79.9,是,精装
BJ0005153,望京82.2㎡精装整租,整租,已租,链家,朝阳区,望京,116.476938,39.891463,8714,82.2,否,精装
BJ0005154,九棵树53.0㎡豪装整租,整租,在租,链家,通州区,九棵树,116.628946,39.915359,5386,53.0,是,豪装
BJ0005155,生物医药基地16.3㎡简装合租,合租,在租,58同城,大兴区,生物医药基地,116.340666,39.703493,1355,16.3,是,简装
BJ0005156,万寿路68.1㎡简装整租,整租,在租,贝壳找房,海淀区,万寿路,116.296042,39.965441,6853,68.1,是,简装
BJ0005157,良乡12.6㎡精装合租,合租,在租,链家,房山区,良乡,116.125575,39.750084,1321,12.6,是,精装
BJ0005158,酒仙桥74.5㎡简装整租,整租,在租,链家,朝阳区,酒仙桥,116.421235,39.926098,9436,74.5,是,简装
BJ0005159,金顶街19.1㎡简装合租,合租,在租,贝壳找房,石景山区,金顶街,116.236138,39.876296,2450,19.1,是,简装
BJ0005160,北新桥54.6㎡毛坯整租,整租,在租,58同城,东城区,北新桥,116.441795,39.909588,8124,54.6,否,毛坯
BJ0005161,公主坟17.8㎡精装合租,合租,在租,链家,海淀区,公主坟,116.275457,39.957787,2620,17.8,是,精装
BJ0005162,大红门57.5㎡精装整租,整租,在租,贝壳找房,丰台区,大红门,116.296569,39.866309,4929,57.5,否,精装
BJ0005163,月坛28.7㎡简装合租,合租,待审核,链家,西城区,月坛,116.390353,39.949137,3242,28.7,否,简装
BJ0005164,苹果园98.7㎡简装整租,整租,在租,贝壳找房,石景山区,苹果园,116.195983,39.9279,6307,98.7,是,简装
BJ0005165,九棵树50.3㎡精装整租,整租,已租,链家,通州区,九棵树,116.672395,39.880156,6668,50.3,是,精装
BJ0005166,常营57.9㎡简装整租,整租,待审核,安居客,朝阳区,常营,116.48003,39.896352,5369,57.9,是,简装
BJ0005167,北新桥8.1㎡简装合租,合租,在租,链家,东城区,北新桥,116.39236,39.925083,2211,8.1,是,简装
BJ0005168,古城54.7㎡豪装整租,整租,在租,贝壳找房,石景山区,古城,116.187413,39.940261,6547,54.7,是,豪装
BJ0005169,管庄140.9㎡毛坯独栋,独栋,已租,链家,朝阳区,管庄,116.452109,39.904867,24436,140.9,是,毛坯
BJ0005170,酒仙桥37.4㎡简装整租,整租,在租,58同城,朝阳区,酒仙桥,116.45935,39.888743,8782,37.4,否,简装
BJ0005171,大望路72.8㎡精装整租,整租,在租,贝壳找房,朝阳区,大望路,116.409109,39.93656,5870,72.8,是,精装
BJ0005172,三里屯41.9㎡简装整租,整租,在租,贝壳找房,朝阳区,三里屯,116.447335,39.934646,6649,41.9,否,简装
BJ0005173,霍营107.5㎡简装整租,整租,已租,链家,昌平区,霍营,116.240986,40.218279,5616,107.5,是,简装
BJ0005174,昌平镇86.1㎡精装整租,整租,已租,链家,昌平区,昌平镇,116.235443,40.256727,3240,86.1,是,精装
BJ0005175,古城54.6㎡精装整租,整租,已租,58同城,石景山区,古城,116.186026,39.881928,6707,54.6,是,精装
BJ0005176,西红门67.6㎡精装整租,整租,待审核,58同城,大兴区,西红门,116.373104,39.701573,6120,67.6,是,精装
BJ0005177,石门89.5㎡毛坯整租,整租,在租,链家,顺义区,石门,116.692332,40.096462,2883,89.5,否,毛坯
BJ0005178,三里屯18.5㎡精装合租,合租,在租,58同城,朝阳区,三里屯,116.404248,39.938492,4160,18.5,是,精装
BJ0005179,劲松74.3㎡精装整租,整租,在租,58同城,朝阳区,劲松,116.427198,39.889722,10221,74.3,否,精装
BJ0005180,沙河102.3㎡精装整租,整租,在租,58同城,昌平区,沙河,116.200084,40.183051,5011,102.3,是,精装
BJ0005181,公主坟24.8㎡精装合租,合租,待审核,安居客,海淀区,公主坟,116.302686,39.996945,2750,24.8,是,精装
BJ0005182,酒仙桥38.5㎡精装合租,合租,在租,贝壳找房,朝阳区,酒仙桥,116.419958,39.937195,2646,38.5,是,精装
BJ0005183,枣园62.5㎡毛坯整租,整租,在租,自如,大兴区,枣园,116.335386,39.722158,4386,62.5,是,毛坯
BJ0005184,北太平庄23.5㎡毛坯整租,整租,已租,链家,海淀区,北太平庄,116.259849,39.972789,5254,23.5,否,毛坯
BJ0005185,苹果园72.7㎡毛坯整租,整租,已租,链家,石景山区,苹果园,116.228303,39.878495,4377,72.7,否,毛坯
BJ0005186,古城10.6㎡精装整租,整租,待审核,链家,石景山区,古城,116.242153,39.926366,6996,10.6,是,精装
BJ0005187,白纸坊24.1㎡精装合租,合租,待审核,自如,西城区,白纸坊,116.332293,39.89118,2563,24.1,否,精装
BJ0005188,万寿路9.2㎡简装合租,合租,待审核,链家,海淀区,万寿路,116.319967,39.951775,3078,9.2,是,简装
BJ0005189,方庄40.4㎡精装整租,整租,在租,贝壳找房,丰台区,方庄,116.278362,39.830098,6103,40.4,否,精装
BJ0005190,磁器口12.4㎡简装合租,合租,在租,贝壳找房,东城区,磁器口,116.398289,39.951725,3185,12.4,否,简装
BJ0005191,西罗园88.6㎡简装整租,整租,在租,58同城,丰台区,西罗园,116.279911,39.890232,7929,88.6,是,简装
BJ0005192,广安门8㎡简装合租,合租,在租,安居客,西城区,广安门,116.403684,39.894769,2067,8,否,简装
BJ0005193,北苑53.9㎡精装整租,整租,在租,安居客,朝阳区,北苑,116.413232,39.940922,8268,53.9,是,精装
BJ0005194,学院路26.6㎡简装合租,合租,在租,贝壳找房,海淀区,学院路,116.26147,39.981173,2478,26.6,否,简装
BJ0005195,宋家庄54.9㎡精装整租,整租,待审核,安居客,丰台区,宋家庄,116.255821,39.870436,4860,54.9,否,精装
BJ0005196,兴谷48.5㎡豪装整租,整租,已租,贝壳找房,平谷区,兴谷,117.145729,40.168292,4323,48.5,否,豪装
BJ0005197,刘家窑18.1㎡豪装合租,合租,在租,自如,丰台区,刘家窑,116.256271,39.827235,2003,18.1,否,豪装
BJ0005198,新街口9.4㎡简装合租,合租,已租,安居客,西城区,新街口,116.357323,39.881931,2592,9.4,是,简装
BJ0005199,西红门67.9㎡精装整租,整租,待审核,贝壳找房,大兴区,西红门,116.356343,39.715822,5941,67.9,否,精装
BJ0005200,安定门17.8㎡豪装合租,合租,待审核,贝壳找房,东城区,安定门,116.453866,39.962679,4425,17.8,是,豪装
BJ0005201,果园37.0㎡精装整租,整租,在租,链家,通州区,果园,116.667819,39.925672,3987,37.0,否,精装
BJ0005202,高米店17.7㎡毛坯合租,合租,在租,自如,大兴区,高米店,116.380319,39.736766,1131,17.7,否,毛坯
BJ0005203,大红门13.1㎡精装合租,合租,在租,安居客,丰台区,大红门,116.309937,39.833063,1915,13.1,是,精装
BJ0005204,牡丹园56.9㎡毛坯整租,整租,已租,安居客,海淀区,牡丹园,116.316008,39.955474,5073,56.9,是,毛坯
BJ0005205,大红门21.5㎡简装合租,合租,在租,58同城,丰台区,大红门,116.266065,39.870656,1563,21.5,是,简装
BJ0005206,太阳宫43.0㎡毛坯整租,整租,已租,安居客,朝阳区,太阳宫,116.46228,39.958307,5410,43.0,是,毛坯
BJ0005207,牛街17.0㎡毛坯合租,合租,在租,58同城,西城区,牛街,116.336101,39.942048,2607,17.0,是,毛坯
BJ0005208,角门25.6㎡简装合租,合租,在租,贝壳找房,丰台区,角门,116.280105,39.837967,1381,25.6,否,简装
BJ0005209,劲松18.7㎡精装合租,合租,在租,链家,朝阳区,劲松,116.430186,39.921211,3170,18.7,是,精装
BJ0005210,磁器口34.4㎡简装整租,整租,在租,链家,东城区,磁器口,116.407221,39.898352,5092,34.4,否,简装
BJ0005211,生物医药基地66.0㎡精装整租,整租,在租,贝壳找房,大兴区,生物医药基地,116.34617,39.750479,3346,66.0,否,精装
BJ0005212,果园205.8㎡简装独栋,独栋,待审核,链家,通州区,果园,116.63774,39.870708,14686,205.8,否,简装
BJ0005213,管庄16.5㎡精装合租,合租,在租,58同城,朝阳区,管庄,116.441319,39.960565,2010,16.5,否,精装
BJ0005214,学院路24.1㎡简装合租,合租,在租,58同城,海淀区,学院路,116.308357,39.982587,2188,24.1,是,简装
BJ0005215,天竺10.4㎡精装合租,合租,在租,链家,顺义区,天竺,116.692449,40.161745,1983,10.4,否,精装
BJ0005216,天通苑79.1㎡毛坯整租,整租,在租,贝壳找房,昌平区,天通苑,116.261996,40.259099,4141,79.1,否,毛坯
BJ0005217,果园9.9㎡豪装合租,合租,已租,贝壳找房,通州区,果园,116.679878,39.941833,1301,9.9,否,豪装
BJ0005218,金融街25.3㎡简装合租,合租,在租,链家,西城区,金融街,116.360239,39.946365,2186,25.3,是,简装
BJ0005219,黄村14.5㎡精装合租,合租,已租,58同城,大兴区,黄村,116.367517,39.746426,2061,14.5,否,精装
BJ0005220,沙河14.7㎡简装合租,合租,在租,安居客,昌平区,沙河,116.20921,40.217061,1257,14.7,否,简装
BJ0005221,西三旗77.5㎡简装整租,整租,在租,链家,海淀区,西三旗,116.26442,39.939152,9649,77.5,是,简装
BJ0005222,角门16.7㎡毛坯合租,合租,在租,贝壳找房,丰台区,角门,116.273235,39.869383,1797,16.7,否,毛坯
BJ0005223,北新桥53.4㎡简装整租,整租,在租,自如,东城区,北新桥,116.408631,39.94577,8706,53.4,是,简装
BJ0005224,国贸23.5㎡简装合租,合租,在租,贝壳找房,朝阳区,国贸,116.453061,39.920332,2298,23.5,是,简装
BJ0005225,清河12.9㎡简装合租,合租,在租,链家,海淀区,清河,116.319934,39.96793,3254,12.9,是,简装
BJ0005226,酒仙桥57.7㎡简装整租,整租,在租,安居客,朝阳区,酒仙桥,116.416991,39.941026,8941,57.7,否,简装
BJ0005227,霍营20.1㎡精装合租,合租,在租,58同城,昌平区,霍营,116.193729,40.26061,1280,20.1,否,精装
BJ0005228,潘家园19.1㎡精装合租,合租,在租,58同城,朝阳区,潘家园,116.409317,39.953006,3489,19.1,是,精装
BJ0005229,劲松44.4㎡精装整租,整租,在租,58同城,朝阳区,劲松,116.403761,39.933371,9292,44.4,否,精装
BJ0005230,德胜门29.2㎡毛坯合租,合租,在租,58同城,西城区,德胜门,116.333151,39.938192,1680,29.2,否,毛坯
BJ0005231,西三旗73.8㎡简装整租,整租,在租,安居客,海淀区,西三旗,116.312901,39.982196,7391,73.8,是,简装
BJ0005232,回龙观171.0㎡简装独栋,独栋,在租,贝壳找房,昌平区,回龙观,116.259201,40.18125,18376,171.0,否,简装
BJ0005233,黄村36.8㎡简装整租,整租,在租,链家,大兴区,黄村,116.325964,39.723428,5009,36.8,否,简装
BJ0005234,酒仙桥119.6㎡简装整租,整租,在租,58同城,朝阳区,酒仙桥,116.425815,39.899532,8836,119.6,是,简装
BJ0005235,李桥243.4㎡精装独栋,独栋,已租,58同城,顺义区,李桥,116.682591,40.137469,14307,243.4,是,精装
BJ0005236,北苑57.8㎡精装整租,整租,在租,自如,通州区,北苑,116.679704,39.9482,4301,57.8,否,精装
BJ0005237,鼓楼街道88.5㎡简装整租,整租,已租,58同城,密云区,鼓楼街道,116.808442,40.359852,3628,88.5,是,简装
BJ0005238,龙泽15.0㎡精装合租,合租,在租,贝壳找房,昌平区,龙泽,116.234113,40.187217,1978,15.0,否,精装
BJ0005239,北七家143.5㎡精装独栋,独栋,已租,58同城,昌平区,北七家,116.245733,40.206633,17275,143.5,否,精装
BJ0005240,万寿路26.0㎡豪装合租,合租,已租,58同城,海淀区,万寿路,116.275865,39.954339,3584,26.0,是,豪装
BJ0005241,宋家庄8㎡简装合租,合租,在租,链家,丰台区,宋家庄,116.249408,39.883996,2199,8,否,简装
BJ0005242,劲松76.8㎡豪装整租,整租,在租,安居客,朝阳区,劲松,116.412842,39.893468,13232,76.8,是,豪装
BJ0005243,德胜门17.4㎡简装合租,合租,已租,安居客,西城区,德胜门,116.364207,39.893209,2696,17.4,是,简装
BJ0005244,宋家庄90.0㎡简装整租,整租,在租,贝壳找房,丰台区,宋家庄,116.326789,39.860668,6734,90.0,是,简装
BJ0005245,临河里43.0㎡精装整租,整租,在租,链家,通州区,临河里,116.676349,39.884589,3913,43.0,否,精装
BJ0005246,学院路68.0㎡精装整租,整租,待审核,贝壳找房,海淀区,学院路,116.327601,39.979146,11178,68.0,是,精装
BJ0005247,五道口33.3㎡简装整租,整租,在租,58同城,海淀区,五道口,116.290378,39.936558,8895,33.3,是,简装
BJ0005248,金融街92.4㎡精装整租,整租,在租,安居客,西城区,金融街,116.346581,39.938889,12224,92.4,是,精装
BJ0005249,太阳宫17.4㎡精装合租,合租,在租,贝壳找房,朝阳区,太阳宫,116.457439,39.921049,2418,17.4,是,精装
BJ0005250,安贞17.6㎡豪装合租,合租,在租,链家,朝阳区,安贞,116.444052,39.881934,3821,17.6,是,豪装
BJ0005251,临河里12.9㎡豪装合租,合租,在租,贝壳找房,通州区,临河里,116.654055,39.881622,2009,12.9,是,豪装
BJ0005252,黄村82.1㎡毛坯整租,整租,在租,贝壳找房,大兴区,黄村,116.308446,39.712779,3346,82.1,是,毛坯
BJ0005253,西单9.1㎡精装合租,合租,在租,链家,西城区,西单,116.360934,39.911707,4469,9.1,是,精装
BJ0005254,磁器口21.5㎡简装合租,合租,在租,安居客,东城区,磁器口,116.38081,39.935303,3350,21.5,是,简装
BJ0005255,白纸坊49.0㎡精装整租,整租,在租,链家,西城区,白纸坊,116.378181,39.897196,9823,49.0,否,精装
BJ0005256,丰台科技园37.6㎡精装整租,整租,待审核,自如,丰台区,丰台科技园,116.265249,39.885948,5990,37.6,是,精装
BJ0005257,刘家窑12.1㎡精装合租,合租,在租,安居客,丰台区,刘家窑,116.26666,39.878299,1455,12.1,否,精装
BJ0005258,大望路101.6㎡精装整租,整租,在租,链家,朝阳区,大望路,116.403765,39.954799,9296,101.6,是,精装
BJ0005259,牡丹园37.1㎡简装整租,整租,待审核,58同城,海淀区,牡丹园,116.32657,39.982737,6025,37.1,否,简装
BJ0005260,旧宫14.6㎡简装合租,合租,已租,58同城,大兴区,旧宫,116.32983,39.740407,1837,14.6,否,简装
BJ0005261,西三旗40.1㎡精装整租,整租,在租,链家,海淀区,西三旗,116.274224,39.970992,8598,40.1,是,精装
BJ0005262,丰台科技园8.5㎡精装合租,合租,在租,链家,丰台区,丰台科技园,116.257435,39.82357,2417,8.5,否,精装
BJ0005263,亦庄37.9㎡毛坯整租,整租,在租,贝壳找房,大兴区,亦庄,116.345005,39.703346,4282,37.9,否,毛坯
BJ0005264,石门营9.1㎡简装合租,合租,在租,贝壳找房,门头沟区,石门营,116.137778,39.918575,1493,9.1,否,简装
BJ0005265,五道口87.2㎡简装整租,整租,在租,链家,海淀区,五道口,116.259731,39.966524,9056,87.2,否,简装
BJ0005266,陶然亭60.5㎡简装整租,整租,已租,链家,西城区,陶然亭,116.381532,39.887466,9788,60.5,否,简装
BJ0005267,西三旗64.5㎡简装整租,整租,待审核,自如,海淀区,西三旗,116.331391,39.985126,6868,64.5,否,简装
BJ0005268,上地77.9㎡简装整租,整租,在租,安居客,海淀区,上地,116.31819,39.978213,7111,77.9,是,简装
BJ0005269,梨园24.2㎡精装合租,合租,待审核,自如,通州区,梨园,116.644923,39.877463,1536,24.2,是,精装
BJ0005270,昌平镇24.2㎡精装合租,合租,已租,58同城,昌平区,昌平镇,116.248558,40.230337,1240,24.2,否,精装
BJ0005271,安贞49.3㎡精装整租,整租,在租,贝壳找房,朝阳区,安贞,116.415647,39.946088,10574,49.3,是,精装
BJ0005272,望京57.3㎡简装整租,整租,已租,安居客,朝阳区,望京,116.451586,39.946845,9609,57.3,是,简装
BJ0005273,回龙观8㎡简装合租,合租,在租,贝壳找房,昌平区,回龙观,116.204138,40.249374,1612,8,否,简装
BJ0005274,上地25.4㎡简装合租,合租,在租,自如,海淀区,上地,116.319154,39.993128,2302,25.4,是,简装
BJ0005275,梨园207.4㎡简装独栋,独栋,在租,贝壳找房,通州区,梨园,116.646087,39.91292,10662,207.4,否,简装
BJ0005276,大望路40.8㎡精装整租,整租,在租,链家,朝阳区,大望路,116.426197,39.901901,8246,40.8,否,精装
BJ0005277,白纸坊8㎡简装合租,合租,待审核,58同城,西城区,白纸坊,116.347868,39.927245,2897,8,否,简装
BJ0005278,西二旗20.2㎡简装合租,合租,在租,58同城,海淀区,西二旗,116.321685,39.993585,2824,20.2,是,简装
BJ0005279,角门14.0㎡精装合租,合租,在租,安居客,丰台区,角门,116.312987,39.833718,2034,14.0,否,精装
BJ0005280,房山城关48.6㎡毛坯整租,整租,在租,安居客,房山区,房山城关,116.107625,39.732718,4238,48.6,是,毛坯
BJ0005281,苹果园37.0㎡精装整租,整租,在租,链家,石景山区,苹果园,116.234853,39.879389,3956,37.0,否,精装
BJ0005282,龙泽204.2㎡简装独栋,独栋,在租,链家,昌平区,龙泽,116.221424,40.245116,12931,204.2,否,简装
BJ0005283,西罗园20.9㎡精装合租,合租,在租,贝壳找房,丰台区,西罗园,116.302492,39.882569,1837,20.9,是,精装
BJ0005284,沙河68.3㎡精装整租,整租,已租,贝壳找房,昌平区,沙河,116.262746,40.253903,4239,68.3,是,精装
BJ0005285,旧宫61.0㎡毛坯整租,整租,已租,贝壳找房,大兴区,旧宫,116.303131,39.740536,4722,61.0,否,毛坯
BJ0005286,马驹桥25.1㎡简装合租,合租,在租,贝壳找房,通州区,马驹桥,116.678091,39.91215,1482,25.1,否,简装
BJ0005287,临河里32.5㎡简装整租,整租,在租,链家,通州区,临河里,116.651791,39.925347,5738,32.5,否,简装
BJ0005288,金融街14.7㎡精装整租,整租,在租,自如,西城区,金融街,116.363212,39.893998,8925,14.7,是,精装
BJ0005289,万寿路237.7㎡精装独栋,独栋,在租,安居客,海淀区,万寿路,116.321156,39.928116,22614,237.7,否,精装
BJ0005290,酒仙桥8㎡简装合租,合租,在租,58同城,朝阳区,酒仙桥,116.441094,39.891727,2724,8,是,简装
BJ0005291,学院路14.4㎡精装合租,合租,在租,安居客,海淀区,学院路,116.25962,39.930921,2312,14.4,否,精装
BJ0005292,苹果园24.3㎡毛坯合租,合租,在租,安居客,石景山区,苹果园,116.256292,39.869279,1861,24.3,是,毛坯
BJ0005293,西二旗87.0㎡简装整租,整租,在租,链家,海淀区,西二旗,116.335305,39.949042,9237,87.0,是,简装
BJ0005294,五道口79.0㎡简装整租,整租,已租,贝壳找房,海淀区,五道口,116.320437,39.962958,9659,79.0,是,简装
BJ0005295,北苑195.4㎡毛坯独栋,独栋,已租,安居客,通州区,北苑,116.654154,39.921238,13906,195.4,否,毛坯
BJ0005296,草桥23.9㎡精装整租,整租,在租,安居客,丰台区,草桥,116.284351,39.87439,4747,23.9,否,精装
BJ0005297,生物医药基地29.2㎡精装合租,合租,在租,贝壳找房,大兴区,生物医药基地,116.343594,39.737743,1385,29.2,否,精装
BJ0005298,临河里15.5㎡简装合租,合租,在租,58同城,通州区,临河里,116.652872,39.905364,1236,15.5,否,简装
BJ0005299,方庄72.3㎡精装整租,整租,已租,贝壳找房,丰台区,方庄,116.282376,39.828744,5215,72.3,否,精装
BJ0005300,昌平镇20.3㎡豪装合租,合租,在租,58同城,昌平区,昌平镇,116.210814,40.235373,1799,20.3,是,豪装
BJ0005301,龙泉113.4㎡简装整租,整租,在租,链家,门头沟区,龙泉,116.068703,39.931984,3943,113.4,是,简装
BJ0005302,旧宫20.6㎡精装整租,整租,已租,链家,大兴区,旧宫,116.358874,39.72688,5560,20.6,否,精装
BJ0005303,大红门54.0㎡精装整租,整租,在租,贝壳找房,丰台区,大红门,116.294251,39.860085,5458,54.0,否,精装
BJ0005304,新街口42.0㎡简装整租,整租,已租,自如,西城区,新街口,116.391813,39.917297,6625,42.0,是,简装
BJ0005305,昌平镇31.4㎡简装合租,合租,在租,58同城,昌平区,昌平镇,116.237726,40.228484,1516,31.4,否,简装
BJ0005306,老山122.8㎡精装独栋,独栋,在租,链家,石景山区,老山,116.223624,39.884362,13106,122.8,否,精装
BJ0005307,沙河56.6㎡简装整租,整租,在租,贝壳找房,昌平区,沙河,116.191637,40.240159,3712,56.6,是,简装
BJ0005308,西三旗8.8㎡简装合租,合租,在租,链家,海淀区,西三旗,116.328813,39.97749,3069,8.8,是,简装
BJ0005309,生物医药基地29.3㎡毛坯合租,合租,在租,58同城,大兴区,生物医药基地,116.34295,39.739646,1310,29.3,是,毛坯
BJ0005310,潘家园68.4㎡精装整租,整租,待审核,安居客,朝阳区,潘家园,116.483077,39.93985,7606,68.4,否,精装
BJ0005311,北七家18.2㎡毛坯合租,合租,在租,贝壳找房,昌平区,北七家,116.247827,40.196102,1630,18.2,是,毛坯
BJ0005312,马家堡27.6㎡毛坯合租,合租,在租,贝壳找房,丰台区,马家堡,116.313148,39.881096,1626,27.6,是,毛坯
BJ0005313,刘家窑20.4㎡精装合租,合租,待审核,链家,丰台区,刘家窑,116.314325,39.827228,2116,20.4,否,精装
BJ0005314,中关村45.5㎡精装整租,整租,在租,58同城,海淀区,中关村,116.272185,39.934011,8212,45.5,否,精装
BJ0005315,西红门15.0㎡精装合租,合租,在租,链家,大兴区,西红门,116.369888,39.723916,1518,15.0,否,精装
BJ0005316,龙泽97.3㎡简装整租,整租,已租,贝壳找房,昌平区,龙泽,116.267593,40.209665,3126,97.3,否,简装
BJ0005317,管庄72.6㎡精装整租,整租,在租,安居客,朝阳区,管庄,116.461919,39.891671,7783,72.6,是,精装
BJ0005318,清河32.4㎡精装整租,整租,在租,链家,海淀区,清河,116.322748,39.923679,9057,32.4,否,精装
BJ0005319,太阳宫19.5㎡精装合租,合租,在租,链家,朝阳区,太阳宫,116.412227,39.952099,2135,19.5,否,精装
BJ0005320,三里屯27.3㎡毛坯合租,合租,在租,58同城,朝阳区,三里屯,116.423077,39.896576,1868,27.3,是,毛坯
BJ0005321,九棵树18.2㎡精装合租,合租,已租,链家,通州区,九棵树,116.691217,39.936488,1287,18.2,否,精装
BJ0005322,回龙观19.6㎡毛坯合租,合租,在租,链家,昌平区,回龙观,116.222605,40.188148,1347,19.6,是,毛坯
BJ0005323,北太平庄24.7㎡毛坯合租,合租,已租,链家,海淀区,北太平庄,116.298192,39.943074,2434,24.7,否,毛坯
BJ0005324,丰台科技园51.1㎡简装整租,整租,已租,58同城,丰台区,丰台科技园,116.303936,39.868022,5498,51.1,否,简装
BJ0005325,昌平镇71.1㎡简装整租,整租,在租,安居客,昌平区,昌平镇,116.223725,40.182424,3585,71.1,否,简装
BJ0005326,双井55.1㎡豪装整租,整租,在租,链家,朝阳区,双井,116.458769,39.960959,5957,55.1,否,豪装
BJ0005327,兴谷86.4㎡精装整租,整租,在租,58同城,平谷区,兴谷,117.122945,40.165811,3137,86.4,否,精装
